crop,temp,humidity,gas,gradient,gas_trend,humidity_trend,confidence,current_risk,future_risk,time,spatial_score,gas_accel,label
Chickpea,26.04,34.28,414.7,4.848,1.719,0.436,0.879,0.1847,0.1825,M10_H11,0.418,-1.6745,Low_Spoilage_Risk
Potato,14.35,83.91,1053.2,2.45,-0.997,0.447,0.783,0.3327,0.381,M10_H06,0.706,2.4209,Moderate_Spoilage_Risk
Garlic,18.41,60.15,1184.5,1.543,8.686,0.042,0.927,0.3391,0.3968,M05_H22,0.815,5.6056,Moderate_Spoilage_Risk
Chickpea,35.28,39.45,769.1,0.94,7.81,0.484,0.972,0.377,0.3647,M05_H21,0.887,1.3757,Moderate_Spoilage_Risk
Sugarcane_Ratoon,22.18,78.63,660.1,3.994,2.782,0.083,0.907,0.1737,0.1582,M06_H13,0.521,-2.1413,Low_Spoilage_Risk
Black_Gram,22.06,68.08,682.2,2.549,-8.363,0.282,0.963,0.2859,0.2703,M06_H18,0.694,1.1628,Low_Spoilage_Risk
Garlic,-2,71.41,605.7,1.493,4.519,0.078,0.853,0.2138,0.2756,M02_H06,0.821,3.1321,Low_Spoilage_Risk
Mustard_Seed,9.72,58.12,654.8,2.212,-6.304,2.112,0.969,0.137,0.1656,M12_H12,0.735,-0.5596,Low_Spoilage_Risk
Rice_Processed,30.2,68.22,873.8,0.926,0.335,-0.536,0.948,0.1282,0.1304,M11_H09,0.889,3.2856,Safe
Groundnut,27.18,61.8,813.0,1.907,-6.803,0.903,0.931,0.2649,0.2542,M11_H12,0.771,-1.4384,Low_Spoilage_Risk
Rice_Processed,20.7,65.72,791.5,3.515,-1.27,1.472,0.879,0.175,0.1677,M05_H14,0.578,0.9533,Low_Spoilage_Risk
Jute_Seed,10.24,49.53,615.0,3.86,-16.928,0.102,0.882,0.2551,0.2931,M07_H04,0.537,3.0014,Low_Spoilage_Risk
Rice_Paddy,24.27,47.72,754.8,4.204,-13.299,-0.566,0.907,0.2359,0.2713,M05_H13,0.496,1.4413,Low_Spoilage_Risk
Maize,37.14,55.95,609.1,4.454,6.396,-0.86,0.886,0.4011,0.4289,M06_H14,0.466,1.6752,Moderate_Spoilage_Risk
Wheat,40.98,59.25,1450.6,3.873,11.552,-0.573,0.848,0.5827,0.6034,M03_H09,0.535,-0.0144,High_Spoilage_Risk
Groundnut,15.05,67.68,543.0,1.295,7.399,-0.041,0.916,0.2283,0.2664,M11_H13,0.845,-1.219,Low_Spoilage_Risk
Mustard_Seed,24.8,65.21,839.3,2.809,14.335,-0.37,0.885,0.3853,0.3765,M12_H00,0.663,-1.4787,Moderate_Spoilage_Risk
Black_Gram,23.43,41.11,690.6,1.564,-9.865,-0.666,0.884,0.1341,0.1708,M08_H17,0.812,-1.9376,Low_Spoilage_Risk
Jute_Seed,38.71,58.62,737.9,2.073,-2.449,-0.547,0.943,0.385,0.4317,M05_H11,0.751,-0.9694,Moderate_Spoilage_Risk
Soybean,25.93,47.6,658.1,1.932,7.041,0.348,0.945,0.1772,0.1751,M08_H15,0.768,0.4163,Low_Spoilage_Risk
Maize,12.04,61.02,751.9,1.658,-13.279,0.487,0.926,0.128,0.1305,M02_H04,0.801,2.9847,Safe
Sugarcane_Ratoon,10.63,74.87,701.3,1.339,2.726,0.123,0.976,0.0909,0.1027,M11_H23,0.839,0.5675,Safe
Wheat,28.99,66.91,1058.9,1.091,10.985,0.944,0.973,0.4658,0.468,M08_H05,0.869,1.7313,Moderate_Spoilage_Risk
Lentil,38.45,47.55,1295.4,0.85,5.305,-0.736,0.846,0.4623,0.4533,M11_H15,0.898,1.3642,Moderate_Spoilage_Risk
Maize,11.71,55.85,543.9,4.24,-0.998,0.196,0.946,0.1469,0.1597,M11_H05,0.491,-1.5142,Low_Spoilage_Risk
Lentil,33.62,35.28,822.2,4.558,12.349,0.898,0.957,0.493,0.4963,M03_H09,0.453,-1.3752,Moderate_Spoilage_Risk
Soybean,17.02,46.73,396.7,4.07,2.747,-0.184,0.905,0.2062,0.2438,M03_H08,0.512,0.0063,Low_Spoilage_Risk
Groundnut,26.54,61.17,455.1,2.155,8.295,0.753,0.944,0.1469,0.1346,M01_H13,0.741,-1.9106,Safe
Rice_Paddy,29.85,72.06,753.9,1.611,12.064,0.494,0.83,0.2452,0.323,M09_H03,0.807,6.1252,Low_Spoilage_Risk
Garlic,11.82,59.09,419.3,2.467,8.946,-0.512,0.967,0.1679,0.2093,M12_H07,0.704,0.7493,Low_Spoilage_Risk
Black_Gram,21.07,47.28,570.8,1.536,1.317,-1.791,0.845,0.089,0.116,M12_H05,0.816,-0.0162,Safe
Sugarcane_Ratoon,15.36,50.61,386.4,3.573,-11.644,-0.499,0.916,0.1829,0.2214,M02_H12,0.571,1.4037,Low_Spoilage_Risk
Black_Gram,27.01,41.3,569.2,3.335,-2.114,0.046,0.991,0.1867,0.1784,M10_H07,0.6,1.7225,Low_Spoilage_Risk
Mustard_Seed,21.76,50.44,530.6,0.186,-2.501,-0.514,0.927,0.0043,0.0,M06_H21,0.978,2.5364,Safe
Maize,24.09,57.57,592.8,3.323,7.715,-0.047,0.875,0.1454,0.1717,M01_H00,0.601,-3.2157,Low_Spoilage_Risk
Soybean,31.06,66.5,503.5,3.057,7.03,-0.03,0.935,0.4082,0.4298,M05_H16,0.633,3.6372,Moderate_Spoilage_Risk
Sugarcane_Ratoon,14.88,53.43,477.1,0.928,-0.883,0.766,0.978,0.0737,0.0694,M04_H06,0.889,0.7987,Safe
Sugarcane_Ratoon,24.71,49.63,669.1,3.663,-3.458,-0.188,0.892,0.1888,0.2295,M03_H20,0.56,-0.6246,Low_Spoilage_Risk
Wheat,18.98,53.36,424.9,4.796,-6.46,-0.136,0.869,0.1677,0.202,M09_H10,0.424,-2.4356,Low_Spoilage_Risk
Chickpea,33.9,61.45,884.6,0.789,3.348,0.091,0.847,0.351,0.3336,M05_H05,0.905,-1.9678,Moderate_Spoilage_Risk
Mustard_Seed,5.77,40.52,678.1,4.244,-2.717,-0.641,0.882,0.2691,0.2989,M02_H05,0.491,1.6185,Low_Spoilage_Risk
Mustard_Seed,35.03,64.29,857.3,4.158,17.96,0.038,0.859,0.6336,0.688,M01_H17,0.501,5.1022,High_Spoilage_Risk
Chickpea,23.2,63.08,462.5,3.597,-5.941,-1.581,0.927,0.1904,0.2072,M03_H06,0.568,-4.1119,Low_Spoilage_Risk
Wheat,29.15,56.44,855.7,2.425,11.048,1.278,0.901,0.3972,0.4749,M05_H15,0.709,5.1191,Moderate_Spoilage_Risk
Black_Gram,14.72,48.68,406.1,0.997,-4.282,0.214,0.932,0.0558,0.0597,M05_H21,0.88,-0.482,Safe
Chickpea,33.95,56.75,600.4,3.721,1.563,1.034,0.94,0.402,0.4459,M01_H13,0.553,0.6117,Moderate_Spoilage_Risk
Sugarcane_Ratoon,23.71,89.43,1190.9,4.843,-10.35,-0.374,0.92,0.6062,0.6666,M11_H03,0.345,4.4045,High_Spoilage_Risk
Mustard_Seed,28.65,40.21,574.5,3.424,2.127,0.467,0.949,0.3766,0.3788,M01_H17,0.589,-0.9708,Moderate_Spoilage_Risk
Onion,5.49,61.11,689.3,2.703,-3.554,0.013,0.861,0.1662,0.1993,M02_H03,0.676,-0.7132,Low_Spoilage_Risk
Black_Gram,28.06,56.05,669.9,4.955,-11.536,-0.778,0.885,0.1755,0.2036,M05_H00,0.405,-1.4523,Low_Spoilage_Risk
Lentil,10.04,42.29,580.8,4.03,-2.756,0.63,0.977,0.155,0.1616,M01_H21,0.516,0.2435,Low_Spoilage_Risk
Soybean,20.74,53.74,745.4,2.7,7.149,1.098,0.841,0.1679,0.2048,M06_H06,0.676,0.553,Low_Spoilage_Risk
Sugarcane_Ratoon,37.21,76.03,1226.3,3.314,7.608,0.467,0.823,0.4775,0.499,M07_H06,0.602,5.4495,Moderate_Spoilage_Risk
Maize,24.78,44.75,446.5,4.888,7.361,-0.037,0.923,0.1856,0.1968,M12_H17,0.413,1.3456,Low_Spoilage_Risk
Jute_Seed,27.26,66.53,729.4,4.884,9.495,-0.515,0.861,0.2274,0.2365,M07_H20,0.414,3.0682,Low_Spoilage_Risk
Sugarcane_Ratoon,42.89,73.55,733.9,1.461,17.721,0.038,0.898,0.3384,0.3466,M02_H12,0.825,5.5457,Moderate_Spoilage_Risk
Maize,22.34,70.5,889.8,0.592,-10.749,0.349,0.832,0.1389,0.1737,M08_H15,0.929,1.3651,Low_Spoilage_Risk
Rice_Paddy,36.02,51.17,953.0,3.21,-3.915,-0.349,0.883,0.5318,0.5588,M01_H05,0.615,1.1148,High_Spoilage_Risk
Jute_Seed,42.61,69.08,968.2,1.504,4.049,-0.8,0.943,0.5282,0.5526,M08_H20,0.82,3.5937,High_Spoilage_Risk
Maize,24.73,77.46,1110.4,1.91,10.704,1.285,0.894,0.5548,0.5889,M09_H16,0.771,-0.0629,High_Spoilage_Risk
Potato,24.53,93.5,1419.5,3.463,-0.881,-0.733,0.812,0.5821,0.5888,M06_H06,0.443,0.537,High_Spoilage_Risk
Black_Gram,35.25,80.22,1088.8,3.063,20.71,0.275,0.815,0.8878,0.8891,M10_H19,0.632,2.9283,Critical_Spoilage
Groundnut,32.02,52.0,1186.0,4.434,9.233,0.056,0.987,0.6165,0.6731,M02_H09,0.468,0.5275,High_Spoilage_Risk
Black_Gram,13.8,56.73,695.4,1.483,4.677,0.449,0.866,0.0845,0.1302,M12_H21,0.822,-2.4953,Safe
Black_Gram,38.73,74.35,804.1,4.501,22.605,0.75,0.961,0.7914,0.8114,M04_H14,0.46,4.7134,Critical_Spoilage
Potato,4.54,97.86,416.9,4.193,-2.212,-0.323,0.63,0.5626,0.6111,M06_H21,0.283,1.0041,High_Spoilage_Risk
Chickpea,32.95,47.73,915.0,0.721,-2.598,-0.113,0.943,0.3531,0.3557,M11_H18,0.913,-2.9128,Moderate_Spoilage_Risk
Maize,36.04,52.51,712.5,0.118,7.016,0.571,0.952,0.3461,0.3533,M07_H10,0.986,0.153,Moderate_Spoilage_Risk
Soybean,32.63,51.33,541.6,1.16,-0.056,0.893,0.967,0.2893,0.3428,M11_H14,0.861,-1.7408,Moderate_Spoilage_Risk
Rice_Paddy,37.19,62.94,1059.6,1.93,7.753,0.708,0.865,0.466,0.4494,M04_H17,0.768,-0.0673,Moderate_Spoilage_Risk
Potato,9.06,78.94,911.2,3.364,0.046,0.466,0.947,0.2284,0.2672,M04_H17,0.596,-1.7906,Low_Spoilage_Risk
Potato,17.46,99,690.7,2.581,20.168,-0.52,0.585,0.6852,0.691,M01_H18,0.457,-0.1993,High_Spoilage_Risk
Black_Gram,39.56,47.26,1220.7,3.416,3.859,-0.513,0.884,0.5488,0.5713,M04_H15,0.59,5.4157,High_Spoilage_Risk
Black_Gram,18.47,69.02,894.3,3.319,-10.736,1.695,0.955,0.4153,0.4485,M01_H19,0.602,1.9824,Moderate_Spoilage_Risk
Sugarcane_Ratoon,34.06,89.44,976.1,2.697,9.885,1.354,0.707,0.6206,0.6256,M03_H11,0.602,1.0706,High_Spoilage_Risk
Maize,16.38,66.14,661.7,0.795,-1.215,0.161,0.97,0.0567,0.1092,M09_H15,0.905,2.8136,Safe
Groundnut,13.9,73.48,937.8,2.352,-9.98,0.078,0.879,0.6159,0.6681,M05_H20,0.718,2.1791,High_Spoilage_Risk
Garlic,13.34,61.0,1005.8,0.354,-2.79,0.068,0.863,0.1885,0.1959,M09_H14,0.958,2.4472,Low_Spoilage_Risk
Maize,32.39,60.96,565.9,4.258,-5.304,0.31,0.966,0.3682,0.3834,M09_H15,0.489,0.8977,Moderate_Spoilage_Risk
Rice_Processed,15.73,69.4,894.6,1.88,3.394,0.582,0.902,0.2091,0.2326,M10_H20,0.774,0.6151,Low_Spoilage_Risk
Potato,12.46,81.25,990.3,4.752,1.741,1.195,0.719,0.2997,0.3072,M03_H11,0.43,0.7236,Moderate_Spoilage_Risk
Rice_Paddy,28.21,68.76,436.4,0.322,-0.807,2.582,0.841,0.0098,0.0461,M11_H02,0.961,1.5653,Safe
Potato,8.97,84.59,987.2,4.824,19.608,-0.255,0.878,0.2568,0.2522,M07_H15,0.421,0.7469,Low_Spoilage_Risk
Jute_Seed,30.33,50.63,694.7,4.716,-3.412,0.421,0.996,0.2149,0.2056,M05_H17,0.434,0.4993,Low_Spoilage_Risk
Maize,34.14,51.33,580.8,3.187,-0.607,1.212,0.848,0.4092,0.4228,M10_H19,0.618,-2.2383,Moderate_Spoilage_Risk
Lentil,26.34,48.23,600.3,1.871,5.948,0.262,0.823,0.1493,0.1524,M03_H12,0.775,1.2014,Low_Spoilage_Risk
Maize,21.55,51.4,649.5,2.962,-9.465,-1.287,0.961,0.1807,0.2006,M03_H10,0.645,0.2228,Low_Spoilage_Risk
Maize,36.1,79.58,1519.5,1.2,30.451,-0.261,0.983,0.917,0.9317,M04_H02,0.856,0.4802,Critical_Spoilage
Potato,7.66,92.97,594.4,0.128,-2.104,-0.994,0.585,0.0,0.0484,M01_H18,0.852,2.0461,Safe
Jute_Seed,8.24,72.77,757.4,0.321,14.833,0.391,0.911,0.337,0.3799,M01_H19,0.961,0.4132,Moderate_Spoilage_Risk
Jute_Seed,29.94,69.48,577.3,0.935,6.123,0.826,0.956,0.1828,0.2484,M01_H09,0.888,3.2392,Low_Spoilage_Risk
Rice_Processed,38.93,52.83,606.3,0.83,9.42,0.914,0.891,0.2844,0.3031,M09_H22,0.9,1.8191,Low_Spoilage_Risk
Lentil,17.73,66.66,849.9,4.198,4.106,1.71,0.935,0.3905,0.4123,M06_H05,0.496,3.2393,Moderate_Spoilage_Risk
Maize,32.84,91.82,1533.2,1.438,15.514,0.127,0.615,0.9174,0.9255,M09_H10,0.714,4.1986,Critical_Spoilage
Groundnut,12.69,44.06,715.2,4.713,-4.842,0.087,0.957,0.2558,0.2287,M11_H13,0.434,-1.803,Low_Spoilage_Risk
Groundnut,8.9,54.84,720.6,4.645,-2.526,-0.659,0.873,0.2101,0.2106,M08_H23,0.443,-0.5532,Low_Spoilage_Risk
Maize,32.95,65.98,889.0,2.872,8.053,1.13,0.906,0.4684,0.5018,M08_H00,0.655,-1.2514,Moderate_Spoilage_Risk
Potato,17.7,92.1,898.0,2.125,-7.51,-0.521,0.8,0.3163,0.3348,M12_H10,0.627,0.2879,Moderate_Spoilage_Risk
Groundnut,9.02,54.12,849.5,3.226,0.572,-0.333,0.957,0.2231,0.2455,M09_H07,0.613,-0.8166,Low_Spoilage_Risk
Groundnut,37.41,41.22,981.0,1.036,5.052,0.167,0.834,0.4777,0.5104,M04_H15,0.876,0.8324,Moderate_Spoilage_Risk
Potato,6.98,86.54,937.7,4.624,-6.801,-0.02,0.764,0.2042,0.2459,M07_H21,0.419,-1.7134,Low_Spoilage_Risk
Lentil,9.24,44.05,675.8,1.173,3.1,-0.609,0.873,0.1096,0.1512,M04_H17,0.859,0.4227,Safe
Chickpea,22.19,59.05,622.4,0.436,-12.98,1.616,0.974,0.0179,0.0155,M03_H11,0.948,-0.4381,Safe
Jute_Seed,11.84,68.94,629.4,4.689,-8.737,-0.416,0.905,0.2816,0.3271,M08_H04,0.437,2.0155,Moderate_Spoilage_Risk
Groundnut,30.88,43.2,514.1,2.567,-8.711,0.149,0.848,0.3964,0.3977,M03_H16,0.692,3.5356,Moderate_Spoilage_Risk
Garlic,-2,62.75,815.9,2.854,18.705,0.28,0.897,0.2638,0.2489,M02_H00,0.658,-2.1853,Low_Spoilage_Risk
Potato,17.73,82.93,509.3,2.236,-4.541,0.799,0.738,0.328,0.3451,M10_H07,0.732,0.5754,Moderate_Spoilage_Risk
Jute_Seed,17.27,59.46,450.5,1.605,4.909,-0.844,0.954,0.0538,0.1059,M08_H19,0.807,2.4589,Safe
Onion,14.11,84.77,1115.2,2.002,-4.119,-0.012,0.938,0.6092,0.6485,M10_H21,0.76,-0.3382,High_Spoilage_Risk
Black_Gram,42.16,63.08,861.9,4.208,12.844,-0.289,0.92,0.4982,0.4775,M05_H04,0.495,-2.3698,Moderate_Spoilage_Risk
Lentil,34.91,48.84,573.7,0.425,-2.437,1.453,0.846,0.2867,0.3042,M03_H07,0.949,3.4641,Low_Spoilage_Risk
Mustard_Seed,43.35,46.01,1021.0,1.055,9.232,-0.368,0.911,0.393,0.409,M04_H12,0.873,6.2189,Moderate_Spoilage_Risk
Garlic,-2,59.93,626.7,1.129,3.519,0.169,0.999,0.1831,0.1933,M10_H23,0.865,0.6737,Low_Spoilage_Risk
Sugarcane_Ratoon,32.7,93.79,1178.5,3.581,8.666,1.203,0.82,0.7404,0.7256,M08_H15,0.424,-3.7696,Critical_Spoilage
Wheat,37.31,51.36,1203.1,1.459,18.282,0.733,0.999,0.4816,0.541,M05_H13,0.825,2.3992,High_Spoilage_Risk
Mustard_Seed,7.37,45.12,520.9,2.322,12.941,-0.109,0.833,0.1269,0.176,M06_H02,0.721,-2.9743,Low_Spoilage_Risk
Wheat,10.9,66.88,673.7,2.573,-7.015,-0.764,0.982,0.2201,0.2698,M11_H14,0.691,-3.581,Low_Spoilage_Risk
Rice_Paddy,24.83,81.71,1073.6,2.399,-7.238,-0.763,0.737,0.6746,0.701,M03_H04,0.712,2.5551,High_Spoilage_Risk
Garlic,24.2,86.53,1864.8,2.279,27.945,1.928,0.843,0.9135,0.9377,M07_H06,0.701,5.9234,Critical_Spoilage
Maize,17.63,63.83,374.4,2.974,-4.197,-0.247,0.975,0.1158,0.1014,M09_H04,0.643,-3.794,Safe
Maize,9.56,51.66,465.9,4.253,-2.866,0.528,0.838,0.2236,0.2067,M01_H00,0.49,0.698,Low_Spoilage_Risk
Soybean,39.21,68.47,1268.5,1.244,13.915,-1.925,0.959,0.6451,0.6337,M06_H14,0.851,1.9515,High_Spoilage_Risk
Wheat,17.81,64.19,748.7,3.062,-7.498,0.227,0.901,0.1723,0.1572,M07_H04,0.633,-2.5302,Low_Spoilage_Risk
Onion,3.83,72.78,699.5,1.85,-3.631,0.098,0.888,0.0777,0.1242,M02_H20,0.778,-0.9608,Safe
Soybean,17.45,68.94,815.2,4.483,2.454,-0.494,0.829,0.4196,0.45,M02_H10,0.462,-1.5515,Moderate_Spoilage_Risk
Jute_Seed,31.23,71.0,633.0,1.127,2.597,-1.04,0.909,0.2544,0.2939,M12_H02,0.865,1.9776,Low_Spoilage_Risk
Groundnut,9.76,58.47,854.2,1.281,1.878,-0.552,0.842,0.1399,0.1155,M10_H08,0.846,-1.4227,Safe
Groundnut,12.04,46.29,492.1,1.856,7.882,0.719,0.968,0.1075,0.1027,M10_H23,0.777,-2.82,Safe
Sugarcane_Ratoon,19.24,62.39,381.4,2.459,-7.594,-0.103,0.982,0.1055,0.084,M04_H07,0.705,1.4899,Safe
Sugarcane_Ratoon,39.19,70.29,1129.2,0.642,8.555,0.179,0.853,0.3931,0.4067,M03_H00,0.923,-0.438,Moderate_Spoilage_Risk
Jute_Seed,19.03,47.78,378.7,3.938,-3.686,-0.035,0.994,0.1715,0.1842,M08_H05,0.527,-1.0297,Low_Spoilage_Risk
Garlic,17.87,46.92,745.6,4.475,-10.758,0.477,0.823,0.3695,0.3971,M01_H09,0.463,2.1298,Moderate_Spoilage_Risk
Lentil,28.0,42.44,829.7,1.484,-6.068,0.212,0.967,0.2601,0.2521,M10_H19,0.822,-1.6292,Low_Spoilage_Risk
Potato,21.07,96.53,1488.7,2.309,13.774,-0.418,0.726,0.8555,0.8556,M10_H23,0.531,2.1641,Critical_Spoilage
Onion,-2,80.3,836.7,3.011,-17.762,-0.618,0.832,0.4484,0.4595,M02_H02,0.639,-1.1759,Moderate_Spoilage_Risk
Jute_Seed,32.32,62.93,430.1,4.882,8.514,-0.036,0.849,0.2322,0.2819,M03_H09,0.414,-1.5876,Low_Spoilage_Risk
Groundnut,31.02,45.52,608.3,4.049,-1.524,-0.886,0.858,0.4456,0.4937,M01_H12,0.514,0.9869,Moderate_Spoilage_Risk
Rice_Paddy,32.43,57.09,889.8,3.405,16.659,-1.236,0.92,0.3766,0.4011,M06_H03,0.591,2.9142,Moderate_Spoilage_Risk
Rice_Paddy,14.96,91.72,1313.4,1.566,5.534,2.01,0.605,0.6755,0.6797,M09_H04,0.7,-0.9048,High_Spoilage_Risk
Mustard_Seed,23.19,39.35,589.3,2.89,-16.847,-0.781,0.96,0.16,0.204,M02_H14,0.653,3.1893,Low_Spoilage_Risk
Chickpea,28.0,59.05,852.5,0.368,-17.22,-0.124,0.92,0.1219,0.1431,M04_H09,0.956,-0.1661,Safe
Onion,1.72,91.97,706.4,4.31,12.916,0.802,0.715,0.5777,0.5611,M06_H05,0.367,-0.6212,High_Spoilage_Risk
Potato,3.23,88.44,822.0,4.938,-3.776,0.785,0.949,0.224,0.2505,M04_H00,0.35,1.4986,Low_Spoilage_Risk
Chickpea,30.87,58.73,846.6,1.677,-3.513,0.329,0.973,0.3114,0.35,M09_H04,0.799,1.8986,Moderate_Spoilage_Risk
Sugarcane_Ratoon,18.85,60.19,378.4,0.311,12.896,-0.485,0.954,0.0128,0.0049,M06_H17,0.963,0.9061,Safe
Chickpea,32.84,67.0,812.3,3.839,2.26,0.042,0.919,0.595,0.5965,M10_H19,0.539,0.8082,High_Spoilage_Risk
Lentil,14.61,66.34,679.4,1.434,-6.666,0.84,0.995,0.2791,0.2532,M11_H08,0.828,0.0109,Low_Spoilage_Risk
Mustard_Seed,30.63,66.63,863.6,0.338,6.796,0.62,0.98,0.6186,0.6168,M06_H22,0.959,-0.4953,High_Spoilage_Risk
Soybean,30.11,43.76,1038.4,2.823,-1.599,-0.547,0.903,0.4747,0.4805,M01_H04,0.661,3.487,Moderate_Spoilage_Risk
Lentil,34.64,45.87,912.6,4.457,9.461,-0.659,0.94,0.502,0.5245,M10_H23,0.465,0.0393,High_Spoilage_Risk
Mustard_Seed,5.79,60.88,699.4,4.554,-8.805,0.082,0.838,0.2759,0.268,M12_H18,0.454,-1.4314,Low_Spoilage_Risk
Soybean,17.57,68.76,863.3,2.674,0.779,0.766,0.898,0.3511,0.3961,M06_H05,0.679,1.3089,Moderate_Spoilage_Risk
Rice_Paddy,41.31,67.22,616.7,1.688,1.869,1.827,0.978,0.3365,0.3529,M03_H11,0.797,2.3363,Moderate_Spoilage_Risk
Mustard_Seed,33.75,47.89,721.4,4.483,11.883,0.237,0.864,0.4525,0.5203,M12_H07,0.462,3.3102,Moderate_Spoilage_Risk
Wheat,23.55,58.68,701.9,3.015,-1.839,-0.486,0.988,0.1469,0.1408,M01_H03,0.638,-2.5278,Safe
Soybean,7.5,70.51,442.0,2.069,-2.24,-1.337,0.828,0.3631,0.3507,M02_H16,0.752,-2.7957,Moderate_Spoilage_Risk
Soybean,10.2,65.61,802.1,1.906,7.895,-1.14,0.854,0.1548,0.183,M08_H22,0.771,2.7665,Low_Spoilage_Risk
Garlic,6.06,69.21,452.7,3.191,-7.361,1.588,0.857,0.1282,0.1446,M04_H14,0.617,1.0872,Safe
Onion,13.22,69.67,975.9,4.153,-6.37,0.463,0.875,0.306,0.2854,M02_H16,0.502,2.1176,Low_Spoilage_Risk
Lentil,36.09,80.48,1448.9,1.721,26.86,0.121,0.714,0.9044,0.9667,M06_H19,0.793,1.1565,Critical_Spoilage
Rice_Processed,23.32,46.92,652.2,3.04,-13.843,-0.87,0.939,0.171,0.1824,M06_H13,0.635,-1.418,Low_Spoilage_Risk
Garlic,20.7,51.35,876.8,4.269,15.503,-0.71,0.973,0.4407,0.4508,M11_H16,0.488,1.2379,Moderate_Spoilage_Risk
Onion,-0.45,95.22,1026.2,4.281,5.959,-0.108,0.562,0.7624,0.8192,M07_H03,0.316,1.1325,Critical_Spoilage
Jute_Seed,15.4,50.86,738.4,0.985,10.92,0.416,0.962,0.0879,0.1356,M05_H17,0.882,-2.8252,Safe
Jute_Seed,22.07,82.4,957.5,2.724,8.204,1.018,0.809,0.6288,0.6498,M07_H10,0.673,-3.3348,High_Spoilage_Risk
Onion,3.03,91.41,733.1,2.72,-10.86,0.531,0.77,0.5121,0.5645,M07_H12,0.567,4.0641,High_Spoilage_Risk
Groundnut,9.04,61.74,489.0,3.031,-5.277,0.282,0.865,0.1202,0.118,M03_H22,0.636,0.8997,Safe
Soybean,35.23,72.6,1413.9,0.591,12.817,-0.287,0.943,0.8318,0.8598,M08_H07,0.929,4.6088,Critical_Spoilage
Black_Gram,34.16,53.14,1000.3,0.944,-13.296,1.296,0.953,0.392,0.448,M09_H04,0.887,-0.5285,Moderate_Spoilage_Risk
Lentil,2.6,66.33,572.3,0.345,7.922,0.547,0.856,0.2856,0.3084,M02_H05,0.959,-1.6024,Low_Spoilage_Risk
Garlic,11.13,84.65,626.8,2.659,6.722,0.701,0.764,0.5379,0.5523,M09_H20,0.681,1.2527,High_Spoilage_Risk
Wheat,24.42,68.01,499.3,3.924,7.116,-0.634,0.908,0.2885,0.3426,M06_H21,0.529,2.6632,Moderate_Spoilage_Risk
Wheat,20.24,79.77,1089.8,1.469,-1.606,0.389,0.934,0.6165,0.6433,M08_H22,0.824,0.3215,High_Spoilage_Risk
Black_Gram,10.9,55.37,652.1,2.64,4.832,1.401,0.838,0.1255,0.1549,M04_H01,0.683,-3.9022,Safe
Lentil,36.16,68.52,1391.9,4.013,8.523,-1.325,0.878,0.8045,0.8453,M06_H12,0.518,-1.1354,Critical_Spoilage
Onion,-0.81,75.21,762.0,2.75,-1.962,1.079,0.954,0.2323,0.2301,M10_H17,0.67,-3.714,Low_Spoilage_Risk
Jute_Seed,10.18,64.5,692.0,2.278,-11.499,0.627,0.845,0.1729,0.1796,M02_H18,0.727,-1.0218,Low_Spoilage_Risk
Onion,-0.98,74.35,588.8,1.114,-4.988,-0.297,0.97,0.1328,0.1302,M01_H14,0.866,0.102,Safe
Potato,19.45,88.17,1112.5,1.032,-6.391,-0.152,0.818,0.4056,0.4558,M04_H04,0.823,2.8947,Moderate_Spoilage_Risk
Sugarcane_Ratoon,10.58,58.32,783.7,1.406,-9.649,-0.452,0.85,0.1543,0.198,M10_H01,0.831,0.9328,Low_Spoilage_Risk
Rice_Processed,23.36,87.21,632.9,2.082,-1.282,1.033,0.901,0.4816,0.4583,M06_H12,0.713,1.9231,Moderate_Spoilage_Risk
Lentil,3.4,62.79,446.8,2.982,5.647,-0.287,0.832,0.2483,0.2886,M02_H21,0.642,-0.9848,Low_Spoilage_Risk
Potato,23.16,79.43,1431.7,0.842,0.144,-0.153,0.827,0.5209,0.5099,M12_H11,0.899,1.1261,High_Spoilage_Risk
Jute_Seed,40.41,65.87,859.2,2.412,18.289,-0.538,0.987,0.4596,0.4835,M05_H21,0.711,-0.7281,Moderate_Spoilage_Risk
Maize,13.17,80.27,789.1,4.363,-3.769,-0.05,0.841,0.6182,0.6334,M08_H22,0.476,-1.756,High_Spoilage_Risk
Wheat,28.05,43.61,518.8,0.605,15.179,0.641,0.891,0.2273,0.2184,M12_H07,0.927,-0.0344,Low_Spoilage_Risk
Mustard_Seed,17.2,62.64,667.6,3.089,8.357,1.443,0.978,0.2826,0.2619,M02_H20,0.629,0.3492,Low_Spoilage_Risk
Chickpea,22.74,33.32,667.1,2.643,15.821,-0.531,0.878,0.1754,0.2085,M04_H16,0.683,-0.3312,Low_Spoilage_Risk
Chickpea,18.93,68.89,504.3,3.904,5.634,0.935,0.945,0.3301,0.3481,M03_H22,0.532,-6.1396,Moderate_Spoilage_Risk
Garlic,24.47,57.51,753.1,4.833,10.695,0.63,0.9,0.4643,0.5029,M01_H11,0.42,3.3168,Moderate_Spoilage_Risk
Lentil,35.09,56.26,1115.7,1.173,15.692,-0.243,0.918,0.4247,0.4683,M10_H09,0.859,1.8658,Moderate_Spoilage_Risk
Jute_Seed,32.37,55.65,947.3,4.62,1.531,0.562,0.827,0.3348,0.3469,M12_H07,0.446,0.8921,Moderate_Spoilage_Risk
